fact_id,relation,subject,object,subject_ids,relation_ids,object_ids,fact_class
fact_003767, names ,形,玺,[1545],"[6362, 223]",[72462],main
fact_003768, keys ,theme,":""",[51023],"[18222, 223]",[15636],main
fact_003769, binds ,层层,Az,[47856],"[51906, 223]",[29171],main
fact_003770, knows ,ranean,MSO,[25891],"[11457, 223]",[98850],main
fact_003771, stores ,起來,它们的,[15670],"[16765, 223]",[28310],main
fact_003772, maps ,nas,ске,[26874],"[17942, 223]",[43861],main
fact_003773, tags ,悯,bolic,[79590],"[27634, 223]",[60496],main
fact_003774, marks ,了这个,和发展,[57204],"[15844, 223]",[25893],main
fact_003775, pairs ,anst,metadata,[64211],"[16354, 223]",[72575],main
fact_003776, cites ,少年,Ic,[11913],"[75848, 223]",[127732],main
fact_003777, names ,ce,нала,[353],"[6362, 223]",[54057],main
fact_003778, keys ,ean,就可以了,[34422],"[18222, 223]",[40257],main
fact_003779, binds ,erg,Untuk,[1538],"[51906, 223]",[103075],main
fact_003780, knows ,之處,在下,[100590],"[11457, 223]",[38379],main
fact_003781, stores ,pie,}}{,[15303],"[16765, 223]",[14963],main
fact_003782, maps ,_SH,荤,[92332],"[17942, 223]",[116017],main
fact_003783, tags ,ולד,台上的,[95575],"[27634, 223]",[117633],main
fact_003784, marks ,icio,奢侈,[25718],"[15844, 223]",[57737],main
fact_003785, pairs ,羅斯,rans,[106206],"[16354, 223]",[14513],main
fact_003786, cites ,rically,小偷,[55584],"[75848, 223]",[110205],main
fact_003787, names ,奋发,Appro,[79170],"[6362, 223]",[46794],main
fact_003788, keys ,长时间的,宝物,[105062],"[18222, 223]",[82955],main
fact_003789, binds ,ersuch,264,[69105],"[51906, 223]",[16326],main
fact_003790, knows ,kul,μg,[70056],"[11457, 223]",[92475],main
fact_003791, stores ,aget,现值,[55153],"[16765, 223]",[93425],main
fact_003792, maps ,verm,的表现,[123826],"[17942, 223]",[31355],main
fact_003793, tags ,Zone,过着,[54422],"[27634, 223]",[83690],main
fact_003794, marks ,ohan,各自的,[28229],"[15844, 223]",[50079],main
fact_003795, pairs ,製作,恤,[73893],"[16354, 223]",[56392],main
fact_003796, cites ,effective,Alt,[41323],"[75848, 223]",[29609],main
fact_003797, names ,颇具,emat,[110635],"[6362, 223]",[16666],main
fact_003798, keys ,川芎,iones,[119542],"[18222, 223]",[7338],main
fact_003799, binds ,充满着,لس,[95202],"[51906, 223]",[24681],main
fact_003800, knows ,Af,个头,[27558],"[11457, 223]",[101462],main
fact_003801, stores ,三等,[k,[111260],"[16765, 223]",[24092],main
fact_003802, maps ,分流,"=""#""",[74132],"[17942, 223]",[85028],main
fact_003803, tags ,shown,би,[98746],"[27634, 223]",[10648],main
fact_003804, marks ,美元的,とか,[103057],"[15844, 223]",[79982],main
fact_003805, pairs ,太高,versible,[59677],"[16354, 223]",[54878],main
fact_003806, cites ,傀儡,技术上,[77737],"[75848, 223]",[112135],main
fact_003807, names ,Vel,}}$,[69319],"[6362, 223]",[95535],main
fact_003808, keys ,นั้น,嗖,[31095],"[18222, 223]",[89125],main
fact_003809, binds ,而且还是,Nam,[126236],"[51906, 223]",[77910],main
fact_003810, knows ,对冲,emaker,[124843],"[11457, 223]",[96180],main
fact_003811, stores ,处于,Ch,[11573],"[16765, 223]",[2425],main
fact_003812, maps ,杯,iopathic,[8880],"[17942, 223]",[85437],main
fact_003813, tags ,教案,ambah,[44229],"[27634, 223]",[94639],main
fact_003814, marks ,Wait,这会儿,[39059],"[15844, 223]",[79414],main
fact_003815, pairs ,拮,各行各,[99871],"[16354, 223]",[102430],main
fact_003816, cites ,血症,ologii,[53289],"[75848, 223]",[84350],main
fact_003817, names ,ков,不像,[7932],"[6362, 223]",[33037],main
fact_003818, keys ,rían,选择合适的,[111534],"[18222, 223]",[93734],main
fact_003819, binds ,ikan,CompatActivity,[8437],"[51906, 223]",[111023],main
fact_003820, knows ,养,征收,[2798],"[11457, 223]",[31401],main
fact_003821, stores ,IA,汇票,[8305],"[16765, 223]",[65329],main
fact_003822, maps ,千克,براير,[38315],"[17942, 223]",[121370],main
fact_003823, tags ,的风险,并使,[35858],"[27634, 223]",[91220],main
fact_003824, marks ,_int,俱全,[42614],"[15844, 223]",[116023],main
fact_003825, pairs ,古文,辗转,[88149],"[16354, 223]",[92872],main
fact_003826, cites ,yl,653,[2394],"[75848, 223]",[26681],main
fact_003827, names ,~{},他来,[119196],"[6362, 223]",[106227],main
fact_003828, keys ,筏,还剩,[125822],"[18222, 223]",[110789],main
fact_003829, binds ,就以,在后,[99954],"[51906, 223]",[59131],main
fact_003830, knows ,失误,вых,[48698],"[11457, 223]",[55684],main
fact_003831, stores ,XP,的主人,[60637],"[16765, 223]",[61124],main
fact_003832, maps ,:m,isine,[97717],"[17942, 223]",[36545],main
fact_003833, tags ,remark,оры,[110651],"[27634, 223]",[62665],main
fact_003834, marks ,全天,ond,[77030],"[15844, 223]",[1110],main
fact_003835, pairs ,components,gré,[24385],"[16354, 223]",[106046],main
fact_003836, cites ,žívá,角质,[78610],"[75848, 223]",[110737],main
fact_003837, names ,交叉,̍t,[27822],"[6362, 223]",[109220],main
fact_003838, keys ,和省,Bytes,[105221],"[18222, 223]",[45598],main
fact_003839, binds ,混淆,atasi,[64639],"[51906, 223]",[109594],main
fact_003840, knows ,HE,FIN,[4369],"[11457, 223]",[100114],main
fact_003841, stores ,illation,深处的,[36443],"[16765, 223]",[119883],main
fact_003842, maps ,XO,-winning,[106913],"[17942, 223]",[45230],main
fact_003843, tags ,艾滋,师,[59270],"[27634, 223]",[1767],main
fact_003844, marks ,其时,飙升,[117084],"[15844, 223]",[120275],main
fact_003845, pairs ,slug,友谊,[72570],"[16354, 223]",[39086],main
fact_003846, cites ,نية,县委书记,[47832],"[75848, 223]",[93884],main
fact_003847, names ,aros,到底是什么,[113585],"[6362, 223]",[70059],main
fact_003848, keys ,ULA,风流,[104127],"[18222, 223]",[81021],main
fact_003849, binds ,疲惫,πι,[47455],"[51906, 223]",[90938],main
fact_003850, knows ,paring,Dead,[53635],"[11457, 223]",[63049],main
fact_003851, stores ,做法,新房,[16344],"[16765, 223]",[92325],main
fact_003852, maps ,难点,如此一来,[34244],"[17942, 223]",[121369],main
fact_003853, tags ,跳舞,工作报告,[58262],"[27634, 223]",[67771],main
fact_003854, marks ,{P,还真,[32619],"[15844, 223]",[41404],main
fact_003855, pairs ,poke,ַי,[103221],"[16354, 223]",[96360],main
fact_003856, cites ,ella,Ben,[4537],"[75848, 223]",[24793],main
fact_003857, names ,仍然是,各省,[56829],"[6362, 223]",[50089],main
fact_003858, keys ,渣,ard,[23270],"[18222, 223]",[593],main
fact_003859, binds ,楞,我必须,[69491],"[51906, 223]",[116029],main
fact_003860, knows ,也不好,淅,[72547],"[11457, 223]",[116208],main
fact_003861, stores ,ziehung,写完,[94768],"[16765, 223]",[124369],main
fact_003862, maps ,丧失了,accum,[114590],"[17942, 223]",[75533],main
fact_003863, tags ,جوی,Essential,[125655],"[27634, 223]",[103044],main
fact_003864, marks ,Tr,博士学位,[4802],"[15844, 223]",[87522],main
fact_003865, pairs ,必胜,称号,[116763],"[16354, 223]",[34530],main
fact_003866, cites ,Scanner,交出,[68429],"[75848, 223]",[116302],main
fact_003867, names ,充盈,我来,[109857],"[6362, 223]",[38463],main
fact_003868, keys ,segment,条件和,[105604],"[18222, 223]",[65646],main
fact_003869, binds ,================================================================,说着,[57816],"[51906, 223]",[20190],main
fact_003870, knows ,สาย,他都,[87873],"[11457, 223]",[60424],main
fact_003871, stores ,）（,Message,[40358],"[16765, 223]",[12441],main
fact_003872, maps ,osan,ore,[90536],"[17942, 223]",[492],main
fact_003873, tags ,گیر,王安石,[31758],"[27634, 223]",[123962],main
fact_003874, marks ,oupled,اسبة,[71074],"[15844, 223]",[117216],main
fact_003875, pairs ,呼吁,'hui,[54287],"[16354, 223]",[93805],main
fact_003876, cites ,經過,Line,[49366],"[75848, 223]",[9038],main
fact_003877, names ,旧址,riages,[113241],"[6362, 223]",[44833],main
fact_003878, keys ,iembre,麻辣,[56751],"[18222, 223]",[96593],main
fact_003879, binds ,jt,不至于,[54000],"[51906, 223]",[74965],main
fact_003880, knows ,ei,}\);,[26070],"[11457, 223]",[113265],main
fact_003881, stores ,value,cter,[5197],"[16765, 223]",[115537],main
fact_003882, maps ,地板,拿去,[49539],"[17942, 223]",[99810],main
fact_003883, tags ,sever,同时也是,[88279],"[27634, 223]",[66400],main
fact_003884, marks ,-transform,lip,[101314],"[15844, 223]",[46938],main
fact_003885, pairs ,qz,Cancer,[102697],"[16354, 223]",[85020],main
fact_003886, cites ,Trig,拨款,[117255],"[75848, 223]",[79516],main
fact_003887, names ,ifs,**),[23574],"[6362, 223]",[79932],main
fact_003888, keys ,ीन,-German,[99330],"[18222, 223]",[118401],main
fact_003889, binds ,Ji,ντ,[89526],"[51906, 223]",[27230],main
fact_003890, knows ,结算,كب,[29797],"[11457, 223]",[96868],main
fact_003891, stores ,ergie,112,[34664],"[16765, 223]",[7534],main
fact_003892, maps ,公元,Hay,[27144],"[17942, 223]",[60853],main
fact_003893, tags ,609,gain,[25543],"[27634, 223]",[107267],main
fact_003894, marks ,/The,-Americ,[96883],"[15844, 223]",[75385],main
fact_003895, pairs ,Within,list,[40915],"[16354, 223]",[4254],main
fact_003896, cites ,requent,.###,[57764],"[75848, 223]",[37702],main
fact_003897, names ,阮,ār,[33939],"[6362, 223]",[70849],main
fact_003898, keys ,for,清清楚楚,[2251],"[18222, 223]",[104620],main
fact_003899, binds ,ATEG,特性的,[90198],"[51906, 223]",[92203],main
fact_003900, knows ,klahoma,riam,[30735],"[11457, 223]",[79626],main
fact_003901, stores ,प,Camera,[16472],"[16765, 223]",[65184],main
fact_003902, maps ,财力,ering,[78438],"[17942, 223]",[2835],main
fact_003903, tags ,Ric,··,[116589],"[27634, 223]",[17641],main
fact_003904, marks ,ряд,processor,[38287],"[15844, 223]",[60258],main
fact_003905, pairs ,中国共产党成立,ことが,[126029],"[16354, 223]",[19781],main
fact_003906, cites ,其他地方,抛光,[107040],"[75848, 223]",[127767],main
fact_003907, names ,叫道,خش,[66626],"[6362, 223]",[115065],main
fact_003908, keys ,中国革命,榜,[125391],"[18222, 223]",[15720],main
fact_003909, binds ,骏,出走,[52356],"[51906, 223]",[117115],main
fact_003910, knows ,зия,ittel,[87246],"[11457, 223]",[83321],main
fact_003911, stores ,cji,бов,[56549],"[16765, 223]",[102344],main
fact_003912, maps ,瘋狂,send,[97860],"[17942, 223]",[35397],main
fact_003913, tags ,#ifndef,ountains,[55387],"[27634, 223]",[121425],main
fact_003914, marks ,ithm,838,[4391],"[15844, 223]",[31561],main
fact_003915, pairs ,anking,偏僻,[80171],"[16354, 223]",[101418],main
fact_003916, cites ,你要是,flat,[70344],"[75848, 223]",[50474],main
fact_003917, names ,umas,§,[43400],"[6362, 223]",[23280],main
fact_003918, keys ,px,並不是,[5438],"[18222, 223]",[80488],main
fact_003919, binds ,зыва,uk,[15506],"[51906, 223]",[2104],main
fact_003920, knows ,那邊,丹田,[67610],"[11457, 223]",[99093],main
fact_003921, stores ,icate,的重要性,[12784],"[16765, 223]",[31657],main
fact_003922, maps ,Marcus,简,[125115],"[17942, 223]",[3449],main
fact_003923, tags ,飲,static,[38199],"[27634, 223]",[15514],main
fact_003924, marks ,hanced,rm,[59760],"[15844, 223]",[3092],main
fact_003925, pairs ,_out,Mel,[40869],"[16354, 223]",[38948],main
fact_003926, cites ,исмено,我覺得,[124294],"[75848, 223]",[82458],main
fact_003927, names ,ains,生涯,[2640],"[6362, 223]",[33694],main
fact_003928, keys ,RestController,Material,[125048],"[18222, 223]",[50451],main
fact_003929, binds ,aturan,られる,[104464],"[51906, 223]",[42994],main
fact_003930, knows ,ibile,creased,[33388],"[11457, 223]",[47184],main
fact_003931, stores ,曾国,微生物,[86910],"[16765, 223]",[36923],main
fact_003932, maps ,هـ,进一步提升,[123573],"[17942, 223]",[78427],main
fact_003933, tags ,๐,不间断,[113705],"[27634, 223]",[120353],main
fact_003934, marks ,学雷锋,表情,[120800],"[15844, 223]",[15253],main
fact_003935, pairs ,ια,пов,[12936],"[16354, 223]",[47028],main
fact_003936, cites ,总是在,查到,[84758],"[75848, 223]",[108144],main
fact_003937, names ,即便如此,'une,[127985],"[6362, 223]",[26895],main
fact_003938, keys ,由此可见,abel,[53761],"[18222, 223]",[3626],main
fact_003939, binds ,版,共同,[3411],"[51906, 223]",[7103],main
fact_003940, knows ,Angle,aW,[64882],"[11457, 223]",[118993],main
fact_003941, stores ,盼望,执政,[97046],"[16765, 223]",[44291],main
fact_003942, maps ,扣除,灾难,[42086],"[17942, 223]",[43029],main
fact_003943, tags ,短线,卓越,[74446],"[27634, 223]",[46472],main
fact_003944, marks ,\varepsilon,Pada,[126841],"[15844, 223]",[95284],main
fact_003945, pairs ,退缩,دار,[93468],"[16354, 223]",[17806],main
fact_003946, cites ,-text,道歉,[33338],"[75848, 223]",[39589],main
fact_003947, names ,云,(size,[3456],"[6362, 223]",[36035],main
fact_003948, keys ,沾染,生命力,[121984],"[18222, 223]",[79217],main
fact_003949, binds ,лась,为保证,[28267],"[51906, 223]",[88541],main
fact_003950, knows ,के,隐,[110031],"[11457, 223]",[6595],main
fact_003951, stores ,的理由,诚恳,[57815],"[16765, 223]",[91238],main
fact_003952, maps ,כ,迷雾,[18927],"[17942, 223]",[120553],main
fact_003953, tags ,ronomic,Return,[115726],"[27634, 223]",[25529],main
fact_003954, marks ,hu,eban,[13524],"[15844, 223]",[120729],main
fact_003955, pairs ,介石,ובר,[44772],"[16354, 223]",[82949],main
fact_003956, cites ,面向,zka,[22899],"[75848, 223]",[117460],main
fact_003957, names ,treatment,clusions,[101426],"[6362, 223]",[14370],main
fact_003958, keys ,PPP,ktop,[80956],"[18222, 223]",[24005],main
fact_003959, binds ,打断了,ujuan,[123212],"[51906, 223]",[58217],main
fact_003960, knows ,围墙,精美的,[94232],"[11457, 223]",[92689],main
fact_003961, stores ,出席会议,臺灣,[70813],"[16765, 223]",[65560],main
fact_003962, maps ,ure,拉了,[534],"[17942, 223]",[119861],main
fact_003963, tags ,慎,λίου,[15712],"[27634, 223]",[93223],main
fact_003964, marks ,要是,一度,[14189],"[15844, 223]",[33604],main
fact_003965, pairs ,中小学生,数学家,[106568],"[16354, 223]",[122190],main
fact_003966, cites ,ovi,应聘,[34447],"[75848, 223]",[57608],main
fact_003967, names ,hort,已成,[19139],"[6362, 223]",[89877],main
fact_003968, keys ,kich,条件的,[51621],"[18222, 223]",[28708],main
fact_003969, binds ,egg,咱们,[86533],"[51906, 223]",[15752],main
fact_003970, knows ,變得,危机的,[56805],"[11457, 223]",[102339],main
fact_003971, stores ,凌,还是一,[9795],"[16765, 223]",[76018],main
fact_003972, maps ,ิ่ง,说过,[53785],"[17942, 223]",[27411],main
fact_003973, tags ,问世,人的,[104317],"[27634, 223]",[2651],main
fact_003974, marks ,риди,手法,[103261],"[15844, 223]",[32473],main
fact_003975, pairs ,山西省,сі,[65703],"[16354, 223]",[64366],main
fact_003976, cites ,nabla,获得感,[52494],"[75848, 223]",[111081],main
fact_003977, names ,单一的,寡妇,[105388],"[6362, 223]",[112102],main
fact_003978, keys ,ilion,understanding,[55937],"[18222, 223]",[111580],main
fact_003979, binds ,elor,ortex,[105279],"[51906, 223]",[118827],main
fact_003980, knows ,لی,组织机构,[10707],"[11457, 223]",[102097],main
fact_003981, stores ,мерикан,พืช,[80765],"[16765, 223]",[97682],main
fact_003982, maps ,▒,#####,[85597],"[17942, 223]",[5180],main
fact_003983, tags ,六百,still,[69548],"[27634, 223]",[55775],main
fact_003984, marks ,San,敖,[30210],"[15844, 223]",[61591],main
fact_003985, pairs ,orrelation,承担责任,[103903],"[16354, 223]",[87963],main
fact_003986, cites ,(NO,-sea,[105614],"[75848, 223]",[114652],main
fact_003987, names ,转折,她还,[62369],"[6362, 223]",[58597],main
fact_003988, keys ,转化为,流动资产,[30855],"[18222, 223]",[126652],main
fact_003989, binds ,新闻网,写出了,[79898],"[51906, 223]",[122333],main
fact_003990, knows ,啡,য়,[18150],"[11457, 223]",[6869],main
fact_003991, stores ,载,לב,[4673],"[16765, 223]",[79100],main
fact_003992, maps ,旗下的,职场,[96042],"[17942, 223]",[47013],main
fact_003993, tags ,create,不说话,[10028],"[27634, 223]",[109652],main
fact_003994, marks ,Games,manufact,[81459],"[15844, 223]",[108146],main
fact_003995, pairs ,IVA,IER,[121979],"[16354, 223]",[93382],main
fact_003996, cites ,しょうか,氛围,[116289],"[75848, 223]",[18599],main
fact_003997, names ,esser,家务,[45347],"[6362, 223]",[65952],main
fact_003998, keys ,ASS,个不停,[17066],"[18222, 223]",[116014],main
fact_003999, binds ,顺利,致敬,[14789],"[51906, 223]",[66671],main
fact_004000, knows ,林天,腌制,[93620],"[11457, 223]",[104350],main
fact_004001, stores ,勇,教训,[8244],"[16765, 223]",[32957],main
fact_004002, maps ,フ,чника,[15587],"[17942, 223]",[60855],main
fact_004003, tags ,-car,人工智能,[55656],"[27634, 223]",[33574],main
fact_004004, marks ,大家都,这部,[22851],"[15844, 223]",[29340],main
fact_004005, pairs ,uret,aff,[79472],"[16354, 223]",[3871],main
fact_004006, cites ,ÃO,hend,[59356],"[75848, 223]",[19776],main
fact_004007, names ,肢,084,[17894],"[6362, 223]",[34062],main
fact_004008, keys ,Hint,307,[69355],"[18222, 223]",[17804],main
fact_004009, binds ,opic,古希腊,[11564],"[51906, 223]",[87137],main
fact_004010, knows ,cycl,长达,[9169],"[11457, 223]",[50933],main
fact_004011, stores ,逻,iox,[12732],"[16765, 223]",[13174],main
fact_004012, maps ,史记,ότε,[65602],"[17942, 223]",[68787],main
fact_004013, tags ,йте,ása,[22763],"[27634, 223]",[49189],main
fact_004014, marks ,과정,惫,[110320],"[15844, 223]",[46225],main
fact_004015, pairs ,(id,缺血,[20360],"[16354, 223]",[69820],main
fact_004016, cites ,踩,сь,[23480],"[75848, 223]",[8923],main
fact_004017, names ,atts,<(,[86375],"[6362, 223]",[111478],main
fact_004018, keys ,争夺,交战,[48578],"[18222, 223]",[119271],main
fact_004019, binds ,的有关规定,筛查,[126127],"[51906, 223]",[70773],main
fact_004020, knows ,少于,印章,[73025],"[11457, 223]",[75053],main
fact_004021, stores ,ীক্ষ,المهنه,[112339],"[16765, 223]",[95625],main
fact_004022, maps ,engers,一二,[21022],"[17942, 223]",[49548],main
fact_004023, tags ,яд,ICO,[38998],"[27634, 223]",[52097],main
fact_004024, marks ,苏宁,四军,[106108],"[15844, 223]",[107822],main
fact_004025, pairs ,stock,ulp,[28975],"[16354, 223]",[50654],main
fact_004026, cites ,读了,만,[68404],"[75848, 223]",[17432],main
fact_004027, names ,éis,ubb,[94701],"[6362, 223]",[10145],main
fact_004028, keys ,料酒,和经验,[80082],"[18222, 223]",[116932],main
fact_004029, binds ,诉,所在的,[4451],"[51906, 223]",[49373],main
fact_004030, knows ,azuje,的时候就,[95344],"[11457, 223]",[84539],main
fact_004031, stores ,洋溢,Visit,[66837],"[16765, 223]",[44968],main
fact_004032, maps ,的吗,念念,[61722],"[17942, 223]",[69628],main
fact_004033, tags ,GEN,гре,[77860],"[27634, 223]",[46102],main
fact_004034, marks ,{o,router,[69971],"[15844, 223]",[23934],main
fact_004035, pairs ,cursor,-In,[120067],"[16354, 223]",[36880],main
fact_004036, cites ,按下,发散,[44738],"[75848, 223]",[109736],main
fact_004037, names ,非常大的,reward,[112647],"[6362, 223]",[120722],main
fact_004038, keys ,摩擦力,sq,[84168],"[18222, 223]",[50918],main
fact_004039, binds ,iture,揉了揉,[14253],"[51906, 223]",[102037],main
fact_004040, knows ,安全,课文,[3258],"[11457, 223]",[44155],main
fact_004041, stores ,ylv,piel,[17222],"[16765, 223]",[90813],main
fact_004042, maps ,tain,eny,[2260],"[17942, 223]",[19319],main
fact_004043, tags ,佼,τρ,[80502],"[27634, 223]",[67509],main
fact_004044, marks ,usses,高达,[86749],"[15844, 223]",[31455],main
fact_004045, pairs ,erver,高楼,[20023],"[16354, 223]",[99562],main
fact_004046, cites ,elenium,坐着,[70512],"[75848, 223]",[46114],main
fact_004047, names ,不就是,_attribute,[59929],"[6362, 223]",[120721],main
fact_004048, keys ,872,意见建议,[29611],"[18222, 223]",[108923],main
fact_004049, binds ,akk,增值税,[47330],"[51906, 223]",[36037],main
fact_004050, knows ,ullah,pdf,[40918],"[11457, 223]",[38370],main
fact_004051, stores ,级别的,FFF,[60954],"[16765, 223]",[107625],main
fact_004052, maps ,我再,verting,[55725],"[17942, 223]",[41042],main
fact_004053, tags ,怪的,拜,[96988],"[27634, 223]",[10471],main
fact_004054, marks ,ויים,cono,[99054],"[15844, 223]",[52434],main
fact_004055, pairs ,arithm,随风,[8418],"[16354, 223]",[83736],main
fact_004056, cites ,诱惑,ihilation,[49196],"[75848, 223]",[104060],main
fact_004057, names ,缺水,kar,[120611],"[6362, 223]",[22023],main
fact_004058, keys ,病程,been,[92138],"[18222, 223]",[64583],main
fact_004059, binds ,采样,zeichen,[41313],"[51906, 223]",[102623],main
fact_004060, knows ,律師,untza,[115942],"[11457, 223]",[75250],main
fact_004061, stores ,点在,opping,[91078],"[16765, 223]",[89980],main
fact_004062, maps ,-II,half,[53275],"[17942, 223]",[60874],main
fact_004063, tags ,楼盘,但也,[92591],"[27634, 223]",[34744],main
fact_004064, marks ,占了,óg,[65905],"[15844, 223]",[16480],main
fact_004065, pairs ,儿女,Mac,[45777],"[16354, 223]",[28653],main
fact_004066, cites ,ajan,avel,[62996],"[75848, 223]",[14517],main
fact_004067, names ,онечно,之家,[124928],"[6362, 223]",[49302],main
fact_004068, keys ,准备了,預計,[72968],"[18222, 223]",[118744],main
fact_004069, binds ,izations,leben,[15866],"[51906, 223]",[80248],main
fact_004070, knows ,联席会议,ucchi,[127172],"[11457, 223]",[53049],main
fact_004071, stores ,당,牌,[32822],"[16765, 223]",[4677],main
fact_004072, maps ,.);,aino,[85701],"[17942, 223]",[89217],main
fact_004073, tags ,张大,ologie,[83044],"[27634, 223]",[16746],main
fact_004074, marks ,inter,情的,[3603],"[15844, 223]",[25872],main
fact_004075, pairs ,字幕,nets,[122084],"[16354, 223]",[64437],main
fact_004076, cites ,арак,减弱,[24998],"[75848, 223]",[50547],main
fact_004077, names ,晚安,oubtedly,[95439],"[6362, 223]",[34182],main
fact_004078, keys ,解锁,之光,[84352],"[18222, 223]",[92324],main
fact_004079, binds ,目前为止,受教育,[74080],"[51906, 223]",[92533],main
fact_004080, knows ,enerate,urança,[70311],"[11457, 223]",[88126],main
fact_004081, stores ,恙,小宝,[97000],"[16765, 223]",[101700],main
fact_004082, maps ,上式,地问道,[110959],"[17942, 223]",[92877],main
fact_004083, tags ,roup,Fractions,[1935],"[27634, 223]",[62598],main
fact_004084, marks ,小弟,ophones,[70357],"[15844, 223]",[109659],main
fact_004085, pairs ,تمع,氧化,[56298],"[16354, 223]",[13458],main
fact_004086, cites ,差異,Certain,[111752],"[75848, 223]",[57143],main
fact_004087, names ,working,ทั้ง,[30808],"[6362, 223]",[31005],main
fact_004088, keys ,riques,初见,[89006],"[18222, 223]",[122034],main
fact_004089, binds ,aceut,佛山,[19973],"[51906, 223]",[74394],main
fact_004090, knows ,-local,.reduce,[87116],"[11457, 223]",[94462],main
fact_004091, stores ,pq,茉莉,[68674],"[16765, 223]",[86840],main
fact_004092, maps ,rist,-situ,[2571],"[17942, 223]",[106534],main
fact_004093, tags ,递交,58,[89846],"[27634, 223]",[3175],main
fact_004094, marks ,Normal,帶著,[41660],"[15844, 223]",[39949],main
fact_004095, pairs ,夾,rangian,[57122],"[16354, 223]",[94275],main
fact_004096, cites ,术中,原因是,[119814],"[75848, 223]",[40256],main
fact_004097, names ,这可,FN,[79175],"[6362, 223]",[74812],main
fact_004098, keys ,我们来,贫,[67384],"[18222, 223]",[8136],main
fact_004099, binds ,יסט,向他们,[65366],"[51906, 223]",[93055],main
fact_004100, knows ,)/(,嘿嘿,[15116],"[11457, 223]",[42139],main
fact_004101, stores ,{v,集,[39640],"[16765, 223]",[2089],main
fact_004102, maps ,case,二十八,[11675],"[17942, 223]",[78102],main
fact_004103, tags ,平安,winner,[20573],"[27634, 223]",[110518],main
fact_004104, marks ,超凡,配色,[104152],"[15844, 223]",[94837],main
fact_004105, pairs ,群众,=v,[6899],"[16354, 223]",[93559],main
fact_004106, cites ,緒,还不如,[40719],"[75848, 223]",[61997],main
fact_004107, names ,分工,逐个,[31304],"[6362, 223]",[112867],main
fact_004108, keys ,同时,市长,[3437],"[18222, 223]",[37401],main
fact_004109, binds ,冒险,好友,[40135],"[51906, 223]",[35266],main
fact_004110, knows ,pre,Boost,[3548],"[11457, 223]",[112266],main
fact_004111, stores ,一件事,Vis,[60803],"[16765, 223]",[15528],main
fact_004112, maps ,洞里,悲剧,[125974],"[17942, 223]",[45524],main
fact_004113, tags ,Harm,venous,[100199],"[27634, 223]",[47599],main
fact_004114, marks ,Function,都不,[24487],"[15844, 223]",[8171],main
fact_004115, pairs ,理会,ским,[55694],"[16354, 223]",[51132],main
fact_004116, cites ,而导致,Keyboard,[82716],"[75848, 223]",[99772],main
fact_004117, names ,request,此次,[10554],"[6362, 223]",[14118],main
fact_004118, keys ,ohn,-makers,[3263],"[18222, 223]",[66022],main
fact_004119, binds ,据介绍,)g,[107498],"[51906, 223]",[112708],main
fact_004120, knows ,野外,.Open,[66265],"[11457, 223]",[72162],main
fact_004121, stores ,列入,Entries,[40873],"[16765, 223]",[99035],main
fact_004122, maps ,渴,能找到,[20106],"[17942, 223]",[118522],main
fact_004123, tags ,Fixture,各区,[82020],"[27634, 223]",[97931],main
fact_004124, marks ,平方米,builder,[22359],"[15844, 223]",[76052],main
fact_004125, pairs ,rail,geno,[66524],"[16354, 223]",[126791],main
fact_004126, cites ,ówn,cznej,[49027],"[75848, 223]",[96302],main
fact_004127, names ,稳住,ье,[115379],"[6362, 223]",[41403],main
fact_004128, keys ,学历,黑了,[29432],"[18222, 223]",[86516],main
fact_004129, binds ,磷酸,多くの,[43005],"[51906, 223]",[75852],main
fact_004130, knows ,বেন,聘任,[105711],"[11457, 223]",[104630],main
fact_004131, stores ,物体的,uilder,[56511],"[16765, 223]",[12106],main
fact_004132, maps ,的道理,:What,[84223],"[17942, 223]",[120666],main
fact_004133, tags ,接触,ukunft,[12073],"[27634, 223]",[90344],main
fact_004134, marks ,碍,avar,[11936],"[15844, 223]",[117409],main
fact_004135, pairs ,شق,투,[126506],"[16354, 223]",[93445],main
fact_004136, cites ,ें,Curriculum,[31647],"[75848, 223]",[126621],main
fact_004137, names ,正方形,Cells,[57138],"[6362, 223]",[87661],main
fact_004138, keys ,ordo,stable,[43873],"[18222, 223]",[31527],main
fact_004139, binds ,能动,新生儿,[85674],"[51906, 223]",[58711],main
fact_004140, knows ,潜能,годня,[73797],"[11457, 223]",[55590],main
fact_004141, stores ,山东省,资格,[38551],"[16765, 223]",[14826],main
fact_004142, maps ,(or,ンチ,[124156],"[17942, 223]",[124210],main
fact_004143, tags ,ět,Genetic,[18519],"[27634, 223]",[113752],main
fact_004144, marks ,irting,走势,[119621],"[15844, 223]",[38012],main
fact_004145, pairs ,幸福的,.byte,[51057],"[16354, 223]",[86226],main
fact_004146, cites ,在上,哥伦,[30705],"[75848, 223]",[84885],main
fact_004147, names ,ใส่,和陈,[118063],"[6362, 223]",[96145],main
fact_004148, keys ,aben,ータ,[41166],"[18222, 223]",[41344],main
fact_004149, binds ,这点,委員會,[37017],"[51906, 223]",[90455],main
fact_004150, knows ,vole,追赶,[87545],"[11457, 223]",[83087],main
fact_004151, stores ,应用到,Klase,[107130],"[16765, 223]",[94853],main
